ID_Venda;Data;ID_Produto;ID_Cliente;ID_Vendedor;Quantidade;Preco_Unitario;Desconto_Pct;Valor_Bruto;Valor_Desconto;Valor_Total;Canal_Venda;arquivo_origem
V01054;2024-05-26;P016;C018;V05;1;674.58;0.0;674.58;0.0;674.58;Vendedor Externo;dataset_vendas_fake.xlsx
V01055;2024-09-01;P010;C001;V06;1;456.29;0.0;456.29;0.0;456.29;Marketplace;dataset_vendas_fake.xlsx
V01056;2024-11-01;P008;C026;V02;1;1889.39;0.0;1889.39;0.0;1889.39;Marketplace;dataset_vendas_fake.xlsx
V01057;2024-04-06;P014;C029;V06;2;104.5;0.0;209.0;0.0;209.0;Vendedor Externo;dataset_vendas_fake.xlsx
V01058;2024-05-07;P006;C023;V05;1;914.08;0.0;914.08;0.0;914.08;Vendedor Externo;dataset_vendas_fake.xlsx
V01059;2024-04-22;P009;C003;V07;1;328.74;0.0;328.74;0.0;328.74;E-commerce;dataset_vendas_fake.xlsx
V01060;2024-09-21;P020;C026;V07;3;199.54;0.0;598.62;0.0;598.62;Marketplace;dataset_vendas_fake.xlsx
V01061;2024-11-28;P018;C026;V07;1;837.75;0.0;837.75;0.0;837.75;Vendedor Externo;dataset_vendas_fake.xlsx
V01062;2024-04-06;P003;C006;V01;1;64.36;0.0;64.36;0.0;64.36;Marketplace;dataset_vendas_fake.xlsx
V01063;2024-02-26;P015;C020;V06;1;288.5;0.1;288.5;28.85;259.65;Marketplace;dataset_vendas_fake.xlsx
V01064;2024-12-24;P020;C016;V02;2;176.5;0.15;353.0;52.95;300.05;Marketplace;dataset_vendas_fake.xlsx
V01065;2024-01-10;P005;C002;V01;4;2046.54;0.0;8186.16;0.0;8186.16;E-commerce;dataset_vendas_fake.xlsx
V01066;2024-02-22;P010;C009;V01;1;505.41;0.1;505.41;50.54;454.87;Vendedor Externo;dataset_vendas_fake.xlsx
V01067;2024-01-05;P008;C003;V02;1;1664.95;0.0;1664.95;0.0;1664.95;Loja Física;dataset_vendas_fake.xlsx
V01068;2024-09-09;P007;C011;V08;1;2503.92;0.1;2503.92;250.39;2253.53;Marketplace;dataset_vendas_fake.xlsx
V01069;2024-09-12;P012;C015;V03;2;1003.12;0.1;2006.24;200.62;1805.62;Marketplace;dataset_vendas_fake.xlsx
V01070;2024-02-11;P005;C002;V06;2;2105.59;0.0;4211.18;0.0;4211.18;Vendedor Externo;dataset_vendas_fake.xlsx
V01071;2024-02-06;P018;C016;V02;1;921.18;0.0;921.18;0.0;921.18;E-commerce;dataset_vendas_fake.xlsx
V01072;2024-05-08;P013;C027;V04;2;126.38;0.0;252.76;0.0;252.76;Loja Física;dataset_vendas_fake.xlsx
V01073;2024-12-31;P008;C013;V07;1;1500.84;0.05;1500.84;75.04;1425.8;E-commerce;dataset_vendas_fake.xlsx
V01074;2024-01-18;P007;C015;V03;2;2717.43;0.0;5434.86;0.0;5434.86;E-commerce;dataset_vendas_fake.xlsx
V01075;2024-08-30;P013;C022;V06;1;119.39;0.0;119.39;0.0;119.39;Marketplace;dataset_vendas_fake.xlsx
V01076;2024-03-22;P002;C024;V01;3;3736.71;0.0;11210.13;0.0;11210.13;Marketplace;dataset_vendas_fake.xlsx
V01077;2024-09-03;P010;C007;V06;1;424.9;0.0;424.9;0.0;424.9;Loja Física;dataset_vendas_fake.xlsx
V01078;2024-12-07;P007;C004;V01;2;2538.16;0.0;5076.32;0.0;5076.32;Vendedor Externo;dataset_vendas_fake.xlsx
V01079;2024-06-15;P001;C006;V06;1;4262.31;0.0;4262.31;0.0;4262.31;Loja Física;dataset_vendas_fake.xlsx
V01080;2024-07-21;P008;C001;V01;4;1758.85;0.0;7035.4;0.0;7035.4;Vendedor Externo;dataset_vendas_fake.xlsx
V01081;2024-12-18;P020;C005;V06;1;182.02;0.0;182.02;0.0;182.02;Loja Física;dataset_vendas_fake.xlsx
V01082;2024-05-07;P006;C016;V02;2;1047.03;0.0;2094.06;0.0;2094.06;Marketplace;dataset_vendas_fake.xlsx
V01083;2024-11-16;P002;C002;V06;1;3903.72;0.1;3903.72;390.37;3513.35;E-commerce;dataset_vendas_fake.xlsx
V01084;2024-12-25;P018;C026;V02;2;890.55;0.0;1781.1;0.0;1781.1;E-commerce;dataset_vendas_fake.xlsx
V01085;2024-09-06;P008;C011;V08;2;1549.23;0.0;3098.46;0.0;3098.46;Vendedor Externo;dataset_vendas_fake.xlsx
V01086;2024-04-08;P001;C023;V05;1;4775.12;0.0;4775.12;0.0;4775.12;Marketplace;dataset_vendas_fake.xlsx
V01087;2024-03-09;P009;C029;V01;1;390.87;0.0;390.87;0.0;390.87;Vendedor Externo;dataset_vendas_fake.xlsx
V01088;2024-12-27;P015;C018;V05;1;293.32;0.0;293.32;0.0;293.32;Vendedor Externo;dataset_vendas_fake.xlsx
V01089;2024-04-07;P019;C006;V06;2;433.22;0.0;866.44;0.0;866.44;Marketplace;dataset_vendas_fake.xlsx
V01090;2024-08-27;P009;C028;V05;1;367.49;0.0;367.49;0.0;367.49;Loja Física;dataset_vendas_fake.xlsx
V01091;2024-09-28;P005;C015;V08;1;1880.24;0.05;1880.24;94.01;1786.23;Marketplace;dataset_vendas_fake.xlsx
V01092;2024-10-04;P012;C015;V03;1;1002.72;0.1;1002.72;100.27;902.45;Vendedor Externo;dataset_vendas_fake.xlsx
V01093;2024-04-04;P001;C020;V06;2;4543.31;0.0;9086.62;0.0;9086.62;E-commerce;dataset_vendas_fake.xlsx
V01094;2024-06-13;P003;C022;V06;2;63.36;0.0;126.72;0.0;126.72;E-commerce;dataset_vendas_fake.xlsx
V01095;2024-09-25;P016;C025;V03;3;748.27;0.0;2244.81;0.0;2244.81;Marketplace;dataset_vendas_fake.xlsx
V01096;2024-06-14;P014;C021;V07;1;103.93;0.1;103.93;10.39;93.54;Loja Física;dataset_vendas_fake.xlsx
V01097;2024-02-19;P017;C022;V01;3;502.06;0.0;1506.18;0.0;1506.18;Loja Física;dataset_vendas_fake.xlsx
V01098;2024-03-07;P006;C028;V05;3;970.4;0.0;2911.2;0.0;2911.2;E-commerce;dataset_vendas_fake.xlsx
V01099;2024-02-24;P016;C007;V01;4;611.18;0.0;2444.72;0.0;2444.72;Loja Física;dataset_vendas_fake.xlsx
V01100;2024-10-19;P013;C022;V06;1;131.23;0.1;131.23;13.12;118.11;Marketplace;dataset_vendas_fake.xlsx
V01101;2024-01-26;P012;C008;V03;1;1039.36;0.0;1039.36;0.0;1039.36;Loja Física;dataset_vendas_fake.xlsx
V01102;2024-04-16;P016;C030;V03;1;636.98;0.0;636.98;0.0;636.98;Vendedor Externo;dataset_vendas_fake.xlsx
V01103;2024-11-23;P002;C012;V06;1;3567.34;0.0;3567.34;0.0;3567.34;Marketplace;dataset_vendas_fake.xlsx
V01104;2024-12-28;P002;C027;V04;1;4208.28;0.0;4208.28;0.0;4208.28;Loja Física;dataset_vendas_fake.xlsx
V01105;2024-02-06;P010;C003;V02;2;400.94;0.0;801.88;0.0;801.88;Loja Física;dataset_vendas_fake.xlsx
V01106;2024-02-21;P008;C018;V05;2;1703.28;0.0;3406.56;0.0;3406.56;E-commerce;dataset_vendas_fake.xlsx
V01107;2024-04-08;P017;C022;V01;2;577.78;0.0;1155.56;0.0;1155.56;E-commerce;dataset_vendas_fake.xlsx
V01108;2024-10-12;P018;C014;V04;1;941.33;0.0;941.33;0.0;941.33;Marketplace;dataset_vendas_fake.xlsx
V01109;2024-12-11;P015;C023;V05;2;317.75;0.1;635.5;63.55;571.95;Loja Física;dataset_vendas_fake.xlsx
V01110;2024-03-26;P006;C018;V05;1;909.38;0.0;909.38;0.0;909.38;Marketplace;dataset_vendas_fake.xlsx
V01111;2024-12-02;P006;C018;V05;2;1056.85;0.0;2113.7;0.0;2113.7;Marketplace;dataset_vendas_fake.xlsx
V01112;2024-06-10;P018;C011;V08;1;968.22;0.05;968.22;48.41;919.81;Vendedor Externo;dataset_vendas_fake.xlsx
V01113;2024-11-20;P014;C027;V04;3;113.67;0.0;341.01;0.0;341.01;E-commerce;dataset_vendas_fake.xlsx
V01114;2024-10-15;P018;C007;V06;2;967.94;0.0;1935.88;0.0;1935.88;Marketplace;dataset_vendas_fake.xlsx
V01115;2024-07-03;P015;C015;V08;2;274.0;0.0;548.0;0.0;548.0;Loja Física;dataset_vendas_fake.xlsx
V01116;2024-01-18;P010;C020;V01;2;430.35;0.0;860.7;0.0;860.7;E-commerce;dataset_vendas_fake.xlsx
V01117;2024-06-03;P001;C010;V02;1;4270.48;0.0;4270.48;0.0;4270.48;E-commerce;dataset_vendas_fake.xlsx
V01118;2024-06-10;P001;C025;V08;1;5016.78;0.0;5016.78;0.0;5016.78;E-commerce;dataset_vendas_fake.xlsx
V01119;2024-02-18;P002;C015;V08;1;3575.43;0.0;3575.43;0.0;3575.43;E-commerce;dataset_vendas_fake.xlsx
V01120;2024-03-11;P009;C012;V01;1;384.41;0.0;384.41;0.0;384.41;E-commerce;dataset_vendas_fake.xlsx
V01121;2024-05-11;P010;C003;V07;2;430.46;0.0;860.92;0.0;860.92;E-commerce;dataset_vendas_fake.xlsx
V01122;2024-02-09;P011;C026;V07;1;1405.02;0.0;1405.02;0.0;1405.02;E-commerce;dataset_vendas_fake.xlsx
V01123;2024-09-06;P019;C027;V04;1;457.07;0.0;457.07;0.0;457.07;Marketplace;dataset_vendas_fake.xlsx
V01124;2024-01-20;P019;C013;V02;2;451.03;0.0;902.06;0.0;902.06;Loja Física;dataset_vendas_fake.xlsx
V01125;2024-06-20;P012;C029;V06;1;963.1;0.1;963.1;96.31;866.79;Vendedor Externo;dataset_vendas_fake.xlsx
V01126;2024-03-02;P008;C024;V01;2;1819.56;0.0;3639.12;0.0;3639.12;Vendedor Externo;dataset_vendas_fake.xlsx
V01127;2024-01-28;P010;C017;V04;1;478.28;0.0;478.28;0.0;478.28;Marketplace;dataset_vendas_fake.xlsx
V01128;2024-10-03;P019;C005;V06;1;428.71;0.0;428.71;0.0;428.71;E-commerce;dataset_vendas_fake.xlsx
V01129;2024-03-19;P002;C022;V06;1;4361.6;0.0;4361.6;0.0;4361.6;Vendedor Externo;dataset_vendas_fake.xlsx
V01130;2024-10-31;P019;C017;V04;1;429.64;0.0;429.64;0.0;429.64;E-commerce;dataset_vendas_fake.xlsx
V01131;2024-08-09;P010;C026;V07;1;500.57;0.1;500.57;50.06;450.51;E-commerce;dataset_vendas_fake.xlsx
V01132;2024-03-08;P011;C003;V07;1;1393.15;0.2;1393.15;278.63;1114.52;Loja Física;dataset_vendas_fake.xlsx
V01133;2024-10-07;P013;C009;V01;2;146.84;0.0;293.68;0.0;293.68;Vendedor Externo;dataset_vendas_fake.xlsx
V01134;2024-09-13;P014;C025;V03;1;95.52;0.0;95.52;0.0;95.52;E-commerce;dataset_vendas_fake.xlsx
V01135;2024-09-03;P018;C007;V06;5;845.88;0.05;4229.4;211.47;4017.93;Vendedor Externo;dataset_vendas_fake.xlsx
V01136;2024-11-29;P019;C007;V01;2;527.1;0.2;1054.2;210.84;843.36;E-commerce;dataset_vendas_fake.xlsx
V01137;2024-02-06;P009;C025;V08;1;316.03;0.0;316.03;0.0;316.03;Marketplace;dataset_vendas_fake.xlsx
V01138;2024-12-16;P019;C003;V02;1;427.67;0.0;427.67;0.0;427.67;Vendedor Externo;dataset_vendas_fake.xlsx
V01139;2024-08-04;P012;C012;V01;2;941.31;0.0;1882.62;0.0;1882.62;Marketplace;dataset_vendas_fake.xlsx
V01140;2024-06-25;P020;C021;V02;2;173.06;0.0;346.12;0.0;346.12;Marketplace;dataset_vendas_fake.xlsx
V01141;2024-03-27;P012;C020;V06;2;954.4;0.05;1908.8;95.44;1813.36;E-commerce;dataset_vendas_fake.xlsx
V01142;2024-08-13;P002;C030;V03;1;4320.38;0.0;4320.38;0.0;4320.38;E-commerce;dataset_vendas_fake.xlsx
V01143;2024-12-16;P012;C005;V01;1;954.6;0.1;954.6;95.46;859.14;Loja Física;dataset_vendas_fake.xlsx
V01144;2024-01-28;P008;C020;V01;1;1744.0;0.2;1744.0;348.8;1395.2;Marketplace;dataset_vendas_fake.xlsx
V01145;2024-01-08;P011;C023;V05;2;1250.27;0.05;2500.54;125.03;2375.51;Marketplace;dataset_vendas_fake.xlsx
V01146;2024-08-18;P016;C001;V06;1;638.45;0.0;638.45;0.0;638.45;E-commerce;dataset_vendas_fake.xlsx
V01147;2024-10-02;P007;C007;V06;3;2992.88;0.0;8978.64;0.0;8978.64;Vendedor Externo;dataset_vendas_fake.xlsx
V01148;2024-11-14;P005;C023;V05;1;1986.11;0.2;1986.11;397.22;1588.89;Vendedor Externo;dataset_vendas_fake.xlsx
V01149;2024-10-25;P017;C002;V06;5;561.38;0.1;2806.9;280.69;2526.21;E-commerce;dataset_vendas_fake.xlsx
V01150;2024-01-31;P010;C007;V06;2;466.43;0.0;932.86;0.0;932.86;Loja Física;dataset_vendas_fake.xlsx
V01151;2024-08-26;P001;C003;V07;1;4755.76;0.0;4755.76;0.0;4755.76;Marketplace;dataset_vendas_fake.xlsx
V01152;2024-12-05;P012;C028;V05;1;1026.73;0.0;1026.73;0.0;1026.73;Loja Física;dataset_vendas_fake.xlsx
V01153;2024-05-29;P013;C008;V08;1;141.72;0.0;141.72;0.0;141.72;Loja Física;dataset_vendas_fake.xlsx
V01154;2024-06-10;P016;C028;V05;2;646.25;0.0;1292.5;0.0;1292.5;E-commerce;dataset_vendas_fake.xlsx
V01155;2024-04-11;P017;C015;V03;2;554.71;0.0;1109.42;0.0;1109.42;Loja Física;dataset_vendas_fake.xlsx
V01156;2024-05-06;P017;C010;V07;2;535.54;0.0;1071.08;0.0;1071.08;Vendedor Externo;dataset_vendas_fake.xlsx
V01157;2024-07-20;P006;C001;V06;2;916.58;0.0;1833.16;0.0;1833.16;Marketplace;dataset_vendas_fake.xlsx
V01158;2024-06-30;P010;C008;V08;2;468.29;0.0;936.58;0.0;936.58;Loja Física;dataset_vendas_fake.xlsx
V01159;2024-11-16;P009;C029;V06;2;382.75;0.2;765.5;153.1;612.4;Loja Física;dataset_vendas_fake.xlsx
V01160;2024-10-11;P009;C008;V03;1;355.24;0.0;355.24;0.0;355.24;Marketplace;dataset_vendas_fake.xlsx
V01161;2024-07-20;P005;C003;V07;1;2175.62;0.0;2175.62;0.0;2175.62;E-commerce;dataset_vendas_fake.xlsx
V01162;2024-08-01;P008;C019;V05;3;1744.94;0.0;5234.82;0.0;5234.82;Vendedor Externo;dataset_vendas_fake.xlsx
V01163;2024-06-08;P020;C011;V08;1;164.87;0.0;164.87;0.0;164.87;E-commerce;dataset_vendas_fake.xlsx
V01164;2024-04-15;P005;C019;V05;1;1919.4;0.0;1919.4;0.0;1919.4;E-commerce;dataset_vendas_fake.xlsx
V01165;2024-06-07;P017;C030;V03;3;592.43;0.0;1777.29;0.0;1777.29;Vendedor Externo;dataset_vendas_fake.xlsx
V01166;2024-03-15;P019;C030;V03;1;527.7;0.1;527.7;52.77;474.93;Marketplace;dataset_vendas_fake.xlsx
V01167;2024-02-04;P018;C018;V05;1;935.02;0.0;935.02;0.0;935.02;E-commerce;dataset_vendas_fake.xlsx
V01168;2024-06-11;P005;C024;V01;2;2398.55;0.0;4797.1;0.0;4797.1;Marketplace;dataset_vendas_fake.xlsx
V01169;2024-07-30;P014;C010;V07;3;110.09;0.2;330.27;66.05;264.22;Marketplace;dataset_vendas_fake.xlsx
V01170;2024-03-18;P007;C004;V01;1;2938.51;0.0;2938.51;0.0;2938.51;E-commerce;dataset_vendas_fake.xlsx
V01171;2024-01-14;P020;C020;V06;1;165.55;0.2;165.55;33.11;132.44;E-commerce;dataset_vendas_fake.xlsx
V01172;2024-11-01;P008;C008;V03;2;1858.07;0.15;3716.14;557.42;3158.72;Marketplace;dataset_vendas_fake.xlsx
V01173;2024-02-10;P016;C005;V06;1;664.78;0.0;664.78;0.0;664.78;Marketplace;dataset_vendas_fake.xlsx
V01174;2024-04-04;P013;C016;V07;1;126.38;0.0;126.38;0.0;126.38;E-commerce;dataset_vendas_fake.xlsx
V01175;2024-03-24;P007;C008;V03;1;2442.15;0.0;2442.15;0.0;2442.15;Vendedor Externo;dataset_vendas_fake.xlsx
V01176;2024-01-08;P009;C014;V04;1;397.64;0.05;397.64;19.88;377.76;E-commerce;dataset_vendas_fake.xlsx
V01177;2024-04-14;P003;C006;V06;4;63.18;0.0;252.72;0.0;252.72;Vendedor Externo;dataset_vendas_fake.xlsx
V01178;2024-12-18;P011;C028;V05;2;1214.13;0.0;2428.26;0.0;2428.26;E-commerce;dataset_vendas_fake.xlsx
V01179;2024-08-06;P013;C025;V03;1;123.06;0.0;123.06;0.0;123.06;Vendedor Externo;dataset_vendas_fake.xlsx
V01180;2024-06-09;P013;C020;V01;1;141.16;0.0;141.16;0.0;141.16;Loja Física;dataset_vendas_fake.xlsx
V01181;2024-08-19;P015;C027;V04;1;321.96;0.0;321.96;0.0;321.96;E-commerce;dataset_vendas_fake.xlsx
V01182;2024-09-22;P018;C013;V02;1;962.63;0.0;962.63;0.0;962.63;Vendedor Externo;dataset_vendas_fake.xlsx
V01183;2024-09-21;P002;C007;V06;1;3974.85;0.0;3974.85;0.0;3974.85;Vendedor Externo;dataset_vendas_fake.xlsx
V01184;2024-07-22;P010;C025;V08;1;490.03;0.0;490.03;0.0;490.03;Vendedor Externo;dataset_vendas_fake.xlsx
V01185;2024-03-26;P014;C010;V02;1;107.02;0.0;107.02;0.0;107.02;E-commerce;dataset_vendas_fake.xlsx
V01186;2024-08-25;P015;C003;V02;2;282.61;0.0;565.22;0.0;565.22;E-commerce;dataset_vendas_fake.xlsx
V01187;2024-10-26;P018;C005;V06;1;874.73;0.0;874.73;0.0;874.73;Vendedor Externo;dataset_vendas_fake.xlsx
V01188;2024-06-14;P015;C001;V01;2;266.69;0.0;533.38;0.0;533.38;Vendedor Externo;dataset_vendas_fake.xlsx
V01189;2024-10-29;P007;C029;V06;1;2857.13;0.0;2857.13;0.0;2857.13;Loja Física;dataset_vendas_fake.xlsx
V01190;2024-05-08;P011;C023;V05;2;1354.55;0.1;2709.1;270.91;2438.19;Loja Física;dataset_vendas_fake.xlsx
V01191;2024-02-16;P004;C023;V05;1;258.9;0.1;258.9;25.89;233.01;Marketplace;dataset_vendas_fake.xlsx
V01192;2024-02-13;P017;C023;V05;5;593.31;0.0;2966.55;0.0;2966.55;E-commerce;dataset_vendas_fake.xlsx
V01193;2024-07-12;P018;C013;V02;1;881.2;0.05;881.2;44.06;837.14;E-commerce;dataset_vendas_fake.xlsx
V01194;2024-06-20;P019;C028;V05;1;482.5;0.1;482.5;48.25;434.25;E-commerce;dataset_vendas_fake.xlsx
V01195;2024-03-15;P006;C025;V03;1;1085.65;0.0;1085.65;0.0;1085.65;Vendedor Externo;dataset_vendas_fake.xlsx
V01196;2024-06-06;P010;C024;V06;1;450.85;0.05;450.85;22.54;428.31;Marketplace;dataset_vendas_fake.xlsx
V01197;2024-11-16;P006;C004;V01;1;923.12;0.15;923.12;138.47;784.65;E-commerce;dataset_vendas_fake.xlsx
V01198;2024-01-02;P020;C025;V08;1;188.33;0.0;188.33;0.0;188.33;Loja Física;dataset_vendas_fake.xlsx
V01199;2024-08-22;P016;C028;V05;1;708.32;0.0;708.32;0.0;708.32;Loja Física;dataset_vendas_fake.xlsx
V01200;2024-11-07;P016;C008;V03;1;662.53;0.0;662.53;0.0;662.53;Vendedor Externo;dataset_vendas_fake.xlsx
V01201;2024-08-20;P014;C015;V03;1;108.74;0.0;108.74;0.0;108.74;Loja Física;dataset_vendas_fake.xlsx
V01202;2024-05-05;P018;C009;V01;1;822.46;0.0;822.46;0.0;822.46;Loja Física;dataset_vendas_fake.xlsx
V01203;2024-04-04;P005;C002;V06;2;2025.0;0.15;4050.0;607.5;3442.5;Loja Física;dataset_vendas_fake.xlsx
V01204;2024-03-15;P002;C022;V06;4;4059.84;0.0;16239.36;0.0;16239.36;Marketplace;dataset_vendas_fake.xlsx
V01205;2024-02-14;P002;C004;V06;1;4281.78;0.0;4281.78;0.0;4281.78;E-commerce;dataset_vendas_fake.xlsx
V01206;2024-03-23;P010;C020;V01;1;462.36;0.1;462.36;46.24;416.12;Vendedor Externo;dataset_vendas_fake.xlsx
V01207;2024-10-23;P012;C030;V03;2;852.34;0.0;1704.68;0.0;1704.68;Loja Física;dataset_vendas_fake.xlsx
V01208;2024-06-02;P011;C012;V06;1;1180.47;0.1;1180.47;118.05;1062.42;Loja Física;dataset_vendas_fake.xlsx
V01209;2024-08-06;P018;C003;V07;1;832.12;0.0;832.12;0.0;832.12;Vendedor Externo;dataset_vendas_fake.xlsx
V01210;2024-03-09;P004;C023;V05;3;274.93;0.0;824.79;0.0;824.79;Marketplace;dataset_vendas_fake.xlsx
V01211;2024-09-26;P014;C017;V04;2;97.74;0.0;195.48;0.0;195.48;E-commerce;dataset_vendas_fake.xlsx
V01212;2024-11-09;P002;C004;V01;1;3591.9;0.0;3591.9;0.0;3591.9;Vendedor Externo;dataset_vendas_fake.xlsx
V01213;2024-12-18;P020;C030;V08;3;164.32;0.0;492.96;0.0;492.96;Vendedor Externo;dataset_vendas_fake.xlsx
V01214;2024-11-07;P011;C009;V06;1;1186.68;0.15;1186.68;178.0;1008.68;E-commerce;dataset_vendas_fake.xlsx
V01215;2024-11-10;P019;C016;V07;1;480.49;0.05;480.49;24.02;456.47;Vendedor Externo;dataset_vendas_fake.xlsx
V01216;2024-04-02;P020;C008;V08;1;184.67;0.0;184.67;0.0;184.67;E-commerce;dataset_vendas_fake.xlsx
V01217;2024-01-01;P004;C001;V06;1;287.97;0.05;287.97;14.4;273.57;Loja Física;dataset_vendas_fake.xlsx
V01218;2024-04-16;P020;C014;V04;1;200.15;0.0;200.15;0.0;200.15;Loja Física;dataset_vendas_fake.xlsx
V01219;2024-06-19;P012;C018;V05;1;859.01;0.0;859.01;0.0;859.01;Loja Física;dataset_vendas_fake.xlsx
V01220;2024-11-23;P007;C023;V05;1;2784.06;0.15;2784.06;417.61;2366.45;Marketplace;dataset_vendas_fake.xlsx
V01221;2024-02-04;P010;C010;V07;1;456.14;0.0;456.14;0.0;456.14;Loja Física;dataset_vendas_fake.xlsx
V01222;2024-02-28;P011;C011;V08;1;1284.19;0.0;1284.19;0.0;1284.19;Loja Física;dataset_vendas_fake.xlsx
V01223;2024-03-30;P007;C011;V08;2;2481.85;0.0;4963.7;0.0;4963.7;Vendedor Externo;dataset_vendas_fake.xlsx
V01224;2024-08-30;P002;C021;V02;1;3732.73;0.0;3732.73;0.0;3732.73;Vendedor Externo;dataset_vendas_fake.xlsx
V01225;2024-03-20;P015;C029;V06;2;270.7;0.0;541.4;0.0;541.4;Vendedor Externo;dataset_vendas_fake.xlsx
V01226;2024-07-30;P002;C027;V04;1;3670.03;0.0;3670.03;0.0;3670.03;Marketplace;dataset_vendas_fake.xlsx
V01227;2024-10-11;P018;C001;V01;2;860.08;0.05;1720.16;86.01;1634.15;Marketplace;dataset_vendas_fake.xlsx
V01228;2024-06-30;P003;C005;V06;1;68.42;0.0;68.42;0.0;68.42;Loja Física;dataset_vendas_fake.xlsx
V01229;2024-06-22;P013;C021;V02;2;137.56;0.15;275.12;41.27;233.85;Vendedor Externo;dataset_vendas_fake.xlsx
V01230;2024-04-05;P020;C004;V06;1;165.51;0.0;165.51;0.0;165.51;Marketplace;dataset_vendas_fake.xlsx
V01231;2024-12-29;P002;C009;V06;2;4014.24;0.05;8028.48;401.42;7627.06;Loja Física;dataset_vendas_fake.xlsx
V01232;2024-09-11;P008;C012;V06;1;1644.94;0.0;1644.94;0.0;1644.94;Marketplace;dataset_vendas_fake.xlsx
V01233;2024-04-20;P017;C010;V02;4;563.83;0.15;2255.32;338.3;1917.02;Loja Física;dataset_vendas_fake.xlsx
V01234;2024-07-10;P002;C025;V03;1;4099.23;0.0;4099.23;0.0;4099.23;Loja Física;dataset_vendas_fake.xlsx
V01235;2024-08-15;P017;C001;V06;1;587.8;0.15;587.8;88.17;499.63;E-commerce;dataset_vendas_fake.xlsx
V01236;2024-04-07;P011;C030;V08;3;1342.72;0.0;4028.16;0.0;4028.16;Marketplace;dataset_vendas_fake.xlsx
V01237;2024-06-16;P005;C025;V03;1;2380.76;0.0;2380.76;0.0;2380.76;E-commerce;dataset_vendas_fake.xlsx
V01238;2024-04-15;P002;C015;V08;2;4192.12;0.0;8384.24;0.0;8384.24;Loja Física;dataset_vendas_fake.xlsx
V01239;2024-01-03;P010;C030;V03;5;434.93;0.0;2174.65;0.0;2174.65;Loja Física;dataset_vendas_fake.xlsx
V01240;2024-06-19;P015;C029;V01;1;295.05;0.0;295.05;0.0;295.05;Loja Física;dataset_vendas_fake.xlsx
V01241;2024-09-23;P010;C001;V06;1;493.47;0.15;493.47;74.02;419.45;E-commerce;dataset_vendas_fake.xlsx
V01242;2024-06-13;P007;C007;V06;1;2622.72;0.15;2622.72;393.41;2229.31;Marketplace;dataset_vendas_fake.xlsx
V01243;2024-09-29;P011;C025;V08;1;1141.27;0.0;1141.27;0.0;1141.27;Loja Física;dataset_vendas_fake.xlsx
V01244;2024-05-19;P005;C006;V06;1;1954.0;0.2;1954.0;390.8;1563.2;Loja Física;dataset_vendas_fake.xlsx
V01245;2024-01-08;P020;C018;V05;1;185.32;0.0;185.32;0.0;185.32;E-commerce;dataset_vendas_fake.xlsx
V01246;2024-10-04;P012;C018;V05;1;963.09;0.05;963.09;48.15;914.94;Marketplace;dataset_vendas_fake.xlsx
V01247;2024-03-13;P010;C019;V05;2;464.72;0.15;929.44;139.42;790.02;E-commerce;dataset_vendas_fake.xlsx
V01248;2024-02-06;P010;C020;V06;2;484.79;0.0;969.58;0.0;969.58;Vendedor Externo;dataset_vendas_fake.xlsx
V01249;2024-01-26;P005;C001;V06;1;1986.53;0.0;1986.53;0.0;1986.53;Loja Física;dataset_vendas_fake.xlsx
V01250;2024-02-24;P013;C002;V01;1;132.13;0.1;132.13;13.21;118.92;Vendedor Externo;dataset_vendas_fake.xlsx
V01251;2024-07-19;P006;C023;V05;3;1097.75;0.0;3293.25;0.0;3293.25;Marketplace;dataset_vendas_fake.xlsx
V01252;2024-06-08;P011;C027;V04;2;1197.11;0.0;2394.22;0.0;2394.22;Loja Física;dataset_vendas_fake.xlsx
V01253;2024-08-26;P019;C005;V01;1;465.71;0.0;465.71;0.0;465.71;Vendedor Externo;dataset_vendas_fake.xlsx
V01254;2024-02-19;P015;C010;V07;2;271.31;0.05;542.62;27.13;515.49;Vendedor Externo;dataset_vendas_fake.xlsx
V01255;2024-04-28;P008;C005;V06;1;1620.94;0.0;1620.94;0.0;1620.94;Marketplace;dataset_vendas_fake.xlsx
V01256;2024-07-19;P006;C023;V05;1;1021.04;0.0;1021.04;0.0;1021.04;Marketplace;dataset_vendas_fake.xlsx
V01257;2024-08-20;P016;C001;V01;1;619.59;0.0;619.59;0.0;619.59;Vendedor Externo;dataset_vendas_fake.xlsx
V01258;2024-02-27;P012;C016;V07;3;890.75;0.05;2672.25;133.61;2538.64;E-commerce;dataset_vendas_fake.xlsx
V01259;2024-05-24;P012;C020;V01;2;1024.43;0.1;2048.86;204.89;1843.97;Loja Física;dataset_vendas_fake.xlsx
V01260;2024-07-26;P004;C011;V03;1;266.39;0.1;266.39;26.64;239.75;Marketplace;dataset_vendas_fake.xlsx
V01261;2024-09-29;P015;C013;V07;1;286.52;0.0;286.52;0.0;286.52;E-commerce;dataset_vendas_fake.xlsx
V01262;2024-11-13;P008;C018;V05;2;1836.41;0.0;3672.82;0.0;3672.82;Vendedor Externo;dataset_vendas_fake.xlsx
V01263;2024-07-15;P003;C011;V03;1;63.56;0.0;63.56;0.0;63.56;Vendedor Externo;dataset_vendas_fake.xlsx
